,0
118,"MESSAGE
Các em tương tác like và share thêm trang fanpage của Đoàn trường về các hoạt động của nhà trường nha.
DESCRIPTION
Bạn hãy nhắm mắt lại và mơ đến mình khi về già, bạn sẽ sống như thế nào? Đó là câu hỏi vô cùng quan trọng cho cuộc đời mỗi chúng ta.

Nếu không có của để dành, tích lũy thì bạn đã tự đặt mình vào chân tường của cuộc sống, phó mặc tuổi già cho số phận.
Sổ BHXH chính là 1 trong những ""của để dành"" quý giá nhất mà một công dân Việt Nam nên đặt niềm tin vào.
♧♧♧♧ Bảo hiểm y tế, bảo hiểm xã hội tự nguyện, bảo hiểm xe máy liên hệ em nha 0363.320.456, tư vấn uy tín luôn."
119,"MESSAGE
🎉 Ngày xưa sắc đẹp trời cho

Ngày nay muốn đẹp tới Minh Thư Spa 🎉

____________••________________
🌿 MINH THƯ BEAUTY&SPA
⏱9:00AM-19:30
📞𝑯𝒐𝒕𝒍𝒊𝒏𝒆: 0976 845 546 - 039 8900 976 
🏠 53A Lê Thị Hà, Tân Xuân, Hóc Môn, TP. Hồ Chí Minh (kế ngân hàng TP BANK đối diện bảo hiểm xã hội)
DESCRIPTION
👉 Thông tư 06/2021/TT-BLĐTBXH có hiệu lực từ ngày 01/9/2021, người lao động và đơn vị sử dụng lao động cần lưu ý để xác định mức tiền đóng BHXH bắt buộc hàng tháng.

==========================
BẢO HIỂM XÃ HỘI"
120,"MESSAGE
✏️✏️✏️ Đề nghị chuyển nơi hưởng trợ cấp thất nghiệp được không?

🌈 Theo quy định tại khoản 2 Điều 46 Luật Việc làm và văn bản hướng dẫn thì thời hạn giải quyết hưởng trợ cấp thất nghiệp là 20 ngày làm việc, kể từ ngày Trung tâm dịch vụ việc làm tiếp nhận đủ hồ sơ đề nghị hưởng trợ cấp thất nghiệp.

😉 Ông Nguyễn Đình Quyết quê ở tỉnh Hà Tĩnh, đến tỉnh Đồng Nai làm việc. Do sức khoẻ yếu và ảnh hưởng của COVID-19 nên bị mắc kẹt tại tỉnh Đồng Nai. Ngày 25/6/2021, ông Quyết làm đơn xin hưởng trợ cấp thất nghiệp tại tỉnh Đồng Nai, ông đã đi lại nhiều lần đến nay vẫn chưa được hưởng trợ cấp thất nghiệp. Ông xin chuyển hồ sơ hưởng trợ cấp thất nghiệp về tỉnh Hà Tĩnh thì được trả lời không được hỗ trợ.

Ông Quyết hiện phải ở trọ, sức khỏe yếu do bị bệnh, ông Quyết mong muốn cơ quan có thẩm quyền giúp để ông được lĩnh tiền trợ cấp thất nghiệp và sớm về quê chữa bệnh.

✍️✍️ Về vấn đề này, Bộ Lao động – Thương binh và Xã hội trả lời như sau:

👉 Theo quy định tại khoản 2 Điều 46 Luật Việc làm và văn bản hướng dẫn thì thời hạn giải quyết hưởng trợ cấp thất nghiệp là 20 ngày làm việc, kể từ ngày Trung tâm dịch vụ việc làm tiếp nhận đủ hồ sơ đề nghị hưởng trợ cấp thất nghiệp.

👉 Theo quy định tại khoản 3 Điều 50 Luật Việc làm và văn bản hướng dẫn thì thời điểm hưởng trợ cấp thất nghiệp của người lao động được tính từ ngày thứ 16 theo ngày làm việc kể từ ngày người lao động nộp hồ sơ đề nghị hưởng trợ cấp thất nghiệp.

👉 Theo quy định tại khoản 1 Điều 22 Nghị định số 28/2015/NĐ-CP thì người lao động đã hưởng ít nhất 1 tháng trợ cấp thất nghiệp theo quy định mà có nhu cầu chuyển nơi hưởng trợ cấp thất nghiệp đến tỉnh, thành phố trực thuộc Trung ương khác thì phải làm đề nghị chuyển nơi hưởng trợ cấp thất nghiệp theo mẫu và gửi Trung tâm dịch vụ việc làm nơi đang hưởng trợ cấp thất nghiệp.

⛔️ Trên đây là các quy định liên quan đến việc thời hạn giải quyết, thời điểm hưởng và chuyển hưởng trợ cấp thất nghiệp. Đề nghị ông Quyết liên hệ với Trung tâm Dịch vụ việc làm Đồng Nai để yêu cầu Trung tâm thực hiện đúng các quy định nhằm đảm bảo quyền lợi về bảo hiểm thất nghiệp của mình.

Bộ Lao động – Thương binh và Xã hội (Cục Việc làm) cũng sẽ thông tin về phản ánh của ông đến Trung tâm Dịch vụ Việc làm Đồng Nai để thực hiện theo đúng quy định.

👉👉👉 Theo Chinhphu
DESCRIPTION
Tại các địa phương thực hiện giãn cách xã hội, BHXH Việt Nam khuyến khích người dân nhận các chế độ BHXH qua tài khoản cá nhân. Theo đó, người hưởng các chế độ BHXH có thể đăng ký thay đổi hình thức nhận chế độ BHXH từ tiền ..."
121,"MESSAGE
6 CƠ HỘI KINH DOANH THỜI KỲ KHỦNG HOẢNG
-----------------------
Corona đã và đang càn quét nền kinh tế Việt Nam trong vòng 3 tháng qua, gây nên rất nhiều thiệt hại cho các ngành. Tuy nhiên, trong sự khủng hoảng đó còn có các cơ hội kinh doanh bắt đầu nở ra. Và hôm nay tôi sẽ chia sẻ với các bạn những cơ hội kinh doanh trong thời kỳ khủng hoảng.

1, Kinh doanh theo xu hướng!
Khủng hoảng là sự mất cân bằng giữa nguồn cung và nguồn cầu khi người mua và người bán không thể gặp được nhau. Hiện nay, có những mặt hàng bị khan hiếm và không thể tìm mua được, ví dụ như nước rửa tay hoặc khẩu trang. Hay có những mặt hàng cần thiết nhưng chưa kịp đáp ứng nhu cầu của thị trường.

Tóm lại, trong bất kỳ cuộc khủng hoảng nào cũng đều có những nhu cầu cần thiết và đó là cơ hội cho những nhà kinh doanh để cân bằng giữa người mua và người bán.

Trong đại dịch Corona này, những sản phẩm như nước rửa tay, khẩu trang y tế, bảo hiểm là những mặt hàng luôn được người dân quan tâm và luôn ở trong tình trạng cháy hàng. Đây cũng là cơ hội cho những nhà kinh doanh đầu tư sản xuất, bởi vì nhu cầu của thị trường là rất lớn.

Theo ý kiến cá nhân của tôi, tình hình của dịch sẽ diễn biến phức tạp và khó lường nên việc đầu tư và sản xuất nước rửa tay, khẩu trang hay những mặt hàng liên quan đến bệnh dịch sẽ có thị trường tiêu thụ lâu dài và có thể hoàn vốn đầu tư ban đầu.

Đi kèm với sản xuất là những sản phẩm dịch vụ, ví dụ như bảo hiểm cũng được người dân quan tâm. Nếu bạn quyết định đầu tư vào ngành bảo hiểm thì điểm lợi là chi phí đầu tư ban đầu thấp, dễ dàng tham gia vào thị trường. Bạn chủ yếu đầu tư vào kỹ năng và kiến thức của ngành là có thể bắt đầu bán bảo hiểm. Đây cũng là cách gia tăng thu nhập cho bạn cũng như gia đình của bạn trong thời gian khốn đốn vì bệnh dịch.

Tuy nhiên, chúng ta cần phải làm rõ và phân biệt giữa đầu tư và đầu cơ trục lợi. Bản chất của việc kinh doanh là giải quyết vấn đề của khách hàng, của xã hội và bạn sẽ được trả công tương xứng với việc bạn đã làm. Việc gia tăng sản xuất nước rửa tay và khẩu trang không những giúp bạn có thêm thu nhập mà còn có thể giải quyết được vấn đề của xã hội, của khách hàng. Đây là một việc tốt.

Tuy nhiên, đừng lợi dụng sự sợ hãi của thị trường mà bán giá cắt cổ. Hãy bán đúng giá trị của sản phẩm và khách hàng sẽ chào đón bạn. Hơn nữa, trong tình trạng bệnh dịch đang lan tràn khắp Thế giới, các nước khác cũng có tình trạng thiếu hụt những sản phẩm này, nếu bạn có thể xuất khẩu hoặc thông qua các kênh online để bán ra nước ngoài thì đó cũng là một thị trường tiềm năng để đảm bảo rằng việc đầu tư của bạn có thể hoàn vốn và sinh lời.

2, Kinh doanh nhu yếu phẩm cần thiết cho con người như là thức ăn, nước uống, giải trí!
Dù trong bất kỳ giai đoạn nào, con người đều cần đáp ứng đầy đủ những nhu cầu căn bản để sống. Lúc nào họ cũng cần phải đủ ăn, đủ uống. Tôi có tư vấn cho một số bạn là nếu có điều kiện thì các bạn nên về quê tìm đất và kết hợp nuôi gà, trồng rau bởi vì lương thực như là gà và rau là những thứ con người rất cần.

Nếu trong tình trạng dịch bệnh diễn biến nguy hiểm và phức tạp hơn thì thức ăn lại càng có giá trị và cần thiết. Mặt khác, chi phí đầu tư ban đầu cho việc nuôi gà và trồng rau là tương đối thấp. Bạn hoàn toàn có thể hoàn vốn trong vòng 6 tháng và đảm bảo việc kinh doanh của bạn không bị lỗ mà vẫn có nguồn thu nhập ra vào cho gia đình.

Có thể một số bạn cười khi tôi liệt kê giải trí vào một trong những nhu cầu cần thiết của con người, nhưng trong thời đại này, giải trí là một trong những nhu cầu bắt buộc mà con người cần phải có để sống.

Vì chúng ta sống chứ không phải là tồn tại! Nếu ăn uống đáp ứng được một đời sống khỏe mạnh về nhu cầu sinh lý của con người, thì giải trí sẽ giúp cho con người có một sức khỏe tâm lý tốt. Càng ngày, với sự tiến bộ, con người càng tập trung quan tâm đến sức khỏe của tâm lý hơn là chỉ đơn thuần về sức khỏe của sinh lý.

3, Công việc tự do online
Hiện nay, với sự phát triển của công nghệ thì có rất nhiều ngành nghề bạn hoàn toàn có thể làm việc từ xa mà chỉ cần đến một chiếc máy tính. Các bạn có thể viết sub, viết content, thiết kế đồ họa, photoshop, làm kế toán hay là lập trình, thậm chí là sáng tác nhạc hoặc là vẽ tranh. Có rất nhiều website thuê những người làm việc tự do để giải quyết những vấn đề của họ.

Nếu bạn có kinh nghiệm và đủ khả năng để giải quyết thì họ sẽ trả phí cho bạn.
Có thể một số bạn nói rằng bạn không biết làm những công việc đó. Tuy nhiên, tôi luôn tin rằng ai trong số chúng ta cũng đều có những kiến thức và kỹ năng mà không phải ai cũng có. Đây chính là điểm độc đáo của bạn và bạn hoàn toàn có thể khai thác để kiếm thêm thu nhập.

4, Cơ hội đầu tư online
Thị trường ngoại hối Forex hay thị trường chứng khoán chính là bộ mặt của nền kinh tế, nó phản ánh lại tất cả những biến động trên thị trường. Với tình hình bệnh dịch lan tràn toàn cầu thì những cơn sóng liên tục được tạo ra và có sức mạnh rất lớn. Sự biến động của thị trường chính là cơ hội cho các bạn để tham gia, lướt sóng hay đầu tư dài hạn là phụ thuộc vào quyết định chiến lược của các bạn.

Như Warren Buffett đã nói: “Hãy tham lam khi mọi người sợ hãi và hãy sợ hãi khi mọi người tham lam”. Và hiện nay chính xác là lúc mọi người đang sợ hãi. Tuy nhiên, tất cả các sự đầu tư đều cần có kiến thức và tính toán kỹ lưỡng. Nếu không, chứng khoán hay giao dịch ngoại hối chỉ là những canh bạc mà bạn dễ dàng kiếm được rất nhiều tiền nhưng cũng có thể thua trắng tay.

5, Đầu tư thu mua tài sản giá rẻ!
Theo Robert Kiyosaki, tác giả của “Cha giàu cha nghèo” thì: Tài sản là thứ mà có thể sinh ra tiền cho bạn.Trong cuộc khủng hoảng này, có rất nhiều tài sản được bán với giá rẻ bởi vì người chủ của nó không kiểm soát được dòng tiền và phải bán tháo.

Có một dự đoán rằng, 74% doanh nghiệp ở Việt Nam có thể phá sản bởi vì dịch Covid 19. Trong một thị trường sau dịch mà 74% doanh nghiệp sẽ chết thì đây sẽ là một thị trường rộng lớn và mênh mông. Bạn cần chuẩn bị sẵn sàng để có thể đánh chiếm thị trường màu mỡ lúc đó. Đây chính là cơ hội cho bạn!

Tôi có một người bạn, ngay khi dịch bệnh nổ ra ở Trung Quốc, cô ấy đã dự đoán ảnh hưởng của nó đến nền kinh tế Việt Nam. Cô ấy đọc và nghiên cứu những cuộc khủng hoảng trước đây để đoán xem dịch bệnh này sẽ ảnh hưởng đến nền kinh tế như thế nào. Ngay sau đó, cô ấy lập tức mua 4 kênh Youtube chuyên cho trẻ em và mỗi kênh đều có hơn 1 triệu lượt theo dõi.

Bởi vì cô ấy tin tưởng rằng, khi trẻ con nghỉ học ở nhà, chúng sẽ xem Youtube rất nhiều. Sự thật chứng minh là tiền doanh thu từ quảng cáo Youtube của 4 kênh trong thời gian vừa rồi đều rất tốt. Hơn nữa, cô ấy lại có một nhãn hiệu sữa tăng chiều cao cho trẻ em, việc đẩy quảng cáo và bán hàng trên kênh Youtube cũng là một cách để cô ấy gia tăng lợi nhuận. Một mũi tên trúng hai đích!

6, Kinh doanh ngành nghề cũ của mình theo một cách mới
Đôi khi chúng ta quá tự tin vào bản thân hoặc do thói quen mà ngừng phát triển, cải tiến, thay đổi sản phẩm.

Khi dịch bệnh diễn ra, khách hàng không đến cửa hàng nữa thì đây chính là động lực để bắt buộc chúng ta thay đổi nhằm phục vụ khách hàng. Những sản phẩm tập trung như là quán ăn, bây giờ có thể hoàn toàn chuyển qua giao hàng tận nhà. Hoặc những sản phẩm buôn bán tại cửa hàng thì các bạn có thể liên kết với những sàn thương mại điện tử để kinh doanh online.

Một cách nữa đó là chúng ta thay đổi tập khách hàng!
Với những bạn thuê nhà ngắn hạn như là Airbnb thì hoàn toàn có thể chuyển qua cho thuê dài hạn. Với đối tượng cho thuê dài hạn, họ sẽ không bị ảnh hưởng nặng nề vì dịch bệnh như những đối tượng chuyên đi thuê ngắn hạn dành cho du lịch.

Sự sáng tạo là cần thiết để duy trì và phát triển công việc hiện tại của bạn. Với lợi thế biết đủ sâu về sản phẩm, cũng như có sẵn sản phẩm, chỉ cần bạn thay đổi một chút là hoàn toàn có thể vượt qua được khủng hoảng kinh tế trong thời kỳ dịch bệnh này.

Để tôi kể cho các bạn về một câu chuyện. Tắc đường là đặc sản giao thông của Hà Nội cũng như là Sài Gòn, rất nhiều lần Chính quyền mời các bên tư vấn thiết kế về để giải quyết vấn đề này, họ chạy tất cả các mô hình và tất cả các giải pháp nhưng kết quả đều là kẹt cứng. Một thành phố từ thời Pháp được xây dựng và quy hoạch cho 4 triệu dân nay có hơn 10 triệu dân thì cơ sở hạ tầng làm sao có thể đáp ứng được.

Tuy nhiên, chúng ta vẫn thấy cuối cùng rồi ai cũng về được nhà. Hệ thống nói là kẹt cứng nhưng mà chúng ta vẫn đi, bởi vì chúng ta có thể không đi trên lòng đường mà chúng ta đi trên vỉa hè.
Ý tôi muốn nói rằng: “Khi mà dồn con người vào bước đường cùng thì chúng ta sẽ luôn sáng tạo và tìm mọi cách để vượt qua khó khăn”.
——————
Nguồn: Vũ Minh Trường – NCS Tiến sĩ Lãnh Đạo Chiến Lược, ĐH James Madison
-------
https://khoahocceo.edu.vn
DESCRIPTION
🛣🚘Mặt tiền 5x60 (thực tế dài hơn) thổ cư 50 Trần Hưng Đạo cặp Bảo Hiểm Xã Hội TPST 💰giá 2tỷ6 TL

📲0919733016_0932828086(zalo) Bùi Đức"
122,"MESSAGE
Sau một thời gian làm Bảo hiểm, tôi nhận ra 1 điều rằng: 
🍀Không một người bình thường nào lại có nhu cầu muốn tham gia bảo hiểm nhân thọ (BHNT)
Nếu có ai đó tự tìm đến BHNT, chỉ có 2 trường hợp:
1. Họ rất hiểu ý nghĩa , vai trò sự cần thiết của bảo hiểm đối với cuộc sống của họ và gia đình , và đối với xã hội .
2. Họ đang có bệnh nặng! 
Vì một người bình thường KHÔNG ai có: 
“ Nhu cầu “ nằm viện
“ Nhu cầu “ bị tai nạn
“ Nhu cầu “ mắc bệnh hiểm nghèo , bị ung thư hay
“ Nhu cầu “ mất sớm... để lấy tiền bảo hiểm.
🍀Ai cũng mong muốn:
Khỏe mạnh,
Có cuộc sống sung túc,
Có tuổi già an nhàn bên con cháu... đó là ĐIỀU HIỂN NHIÊN!
Bạn sẽ NÓI KHÔNG ngay lập tức khi được hỏi: ""Anh/ Chị có nhu cầu tham gia BHNT không?”
🌸Nhưng tôi tin chúng ta sẽ suy nghĩ lại nếu có ai đó hỏi:
1. Ngay bây giờ, ai là người quan trọng nhất với anh / chị ?
2. Ngay bây giờ, điều gì làm anh / chị lo lắng nhất trong cuộc sống? 
3. Nếu ngày mai anh không đi làm thì vợ / chồng con anh / chị sẽ sống bình thường, đầy đủ, sung túc trong bao lâu?
...................
🍀Bảo hiểm nhân thọ không phải thứ gì đó kì diệu hay thần thánh.
Bảo hiểm nhân thọ không phải thứ ai ai cũng phải có bằng mọi giá, bởi 30 năm rồi không có BHNT bạn vẫn sống khỏe; 60 năm rồi ba mẹ bạn không có BHNT vẫn sống rất bình thường 
Bảo hiểm nhân thọ không phải cách duy nhất để bạn chăm lo cho gia đình của bạn hay để bạn chuẩn bị cho tuổi già vì bạn có thể mua vàng, gửi tiết kiệm, mua đất,...
🍀Nhưng, BHNT là giải pháp RẺ + DỄ DÀNG NHẤT giúp chúng ta giải quyết các nhu cầu cuộc sống cho dù có bất cứ chuyện gì mình... PHẢI CẦN TIỀN.
DESCRIPTION
Người tham gia bảo hiểm xã hội có thêm nhiều quyền lợi, quy định mới về mức bồi thường khi cải tạo lại chung cư cũ"
123,"MESSAGE
NHÂN VIÊN KỸ THUẬT SẢN XUẤT NHÔM KÍNH.
- Có kinh nghiệm làm nhôm kính
- Muốn gắn bó lâu dài phát triển cùng công ty
- Mức lương: Thỏa thuận khi pv trực tiếp ( 7-12tr). 
- Các chế đầy đủ: ăn trưa tại công ty, Bảo hiểm xã hội, 
Nộp hồ sơ trực tiếp tại phòng bảo vệ của công ty. Liên hệ: 0973.044.557 (Mr.Hiển).
Địa chỉ: 374 Nguyễn THiện Thuật, Nhân Hòa, Mỹ Hào, Hưng yên..
DESCRIPTION
Tra cứu quá trình đóng bảo hiểm xã hội (BHXH) sẽ đảm bảo được quyền lợi của người lao động. Cùng tham khảo bài viết để biết được cách tra cứu BHXH nhanh chóng nhé!"
124,"MESSAGE
Chờ mòn mỏi lun
DESCRIPTION
TUYỂN DỤNG BỔ SUNG CHUYÊN VIÊN SALE BĐS ĐI LÀM NGAY

1. Có kinh nghiệp Sale: bất động sản, bảo hiểm, tài chính ngân hàng 
2. Có thái độ làm việc nghiêm túc, đam mê với nghề BĐS 

QUYỀN LỢI HẤP DẪN 
1. Lương cứng + Hoa hồng cao, thu nhập không giới hạn
3. Lương T13, Thưởng Lễ, Tết, Sinh nhật,..
4. Đào tạo nâng cao kỹ năng Sales và kiến thức về lĩnh vực BĐS
5. Cty hỗ trợ về Marketing 

☎Liên hệ trực tiếp SĐT: 0908 519849 - 0788 256777(Ms Thảo)

🏠 Công ty cổ phần BĐS Lượng Tín 
Trụ sở chính: số 96 Nguyễn Trọng Quản - P8, TPVT
Chi nhánh 2 : số 1124 đường 30/4 - P.11, TPVT"
125,"MESSAGE
Trong video hôm nay, chúng tôi xin gửi đến quý vị và các bạn một số chính sách đáng chú ý sẽ bắt đầu có hiệu lực thi hành từ tháng 9/2021. Bao gồm những quy định liên quan đến đất đai, bảo hiểm xã hội, và nhiều nội dung đáng chú ý khác.
DESCRIPTION
🎯Những quy định mới có lợi cho người lao động từ 1.9.2021

🔹Thông tư 04/2021/TT-BCT và Thông tư 06/2021/TT-BLĐTBXH với nhiều quy định mới ảnh hưởng đến quyền lợi của người lao động có hiệu lực từ 1.9.2021. 
 
Thời gian làm công việc trong hầm lò chỉ còn 7 giờ/ngày

Tại Thông tư 04/2021/TT-BCT, thời gian công việc trong hầm lò đã được xác định cụ thể tại Khoản 2 Điều 4 như sau: Thời giờ làm việc của người lao động tại vị trí sản xuất trong hầm lò không quá 07 giờ trong 01 ngày và không quá 42 giờ trong 01 tuần.

Như vậy, kể từ ngày 01.9.2021, người lao động làm việc trong hầm lò sẽ được giảm thời gian làm việc xuống còn 07 giờ/ngày và tổng thời gian làm việc trong tuần sẽ là không quá 42 giờ.

Với việc giảm giờ làm việc, người lao động sẽ được hưởng lợi trực tiếp khi có thêm thời gian để nghỉ ngơi, tái tạo sức lao động. Đây được cho là quy định phù hợp nhằm đảm bảo sức khỏe cho người lao động khi phải làm việc trong điều kiện khó khăn tại hầm lò.

🍀Ca làm việc tối đa trong hầm lò còn 9,5 giờ/ngày

Khoản 1 Điều 4 Thông tư 04/2021/TT-BCT nêu rõ: Ca làm việc của người lao động trong hầm lò không quá 9,5 giờ trong 01 ngày.

Trong khi đó, nếu thực hiện theo quy định chung thì thời gian của ca làm việc có thể lên đến 10 giờ/ngày nếu áp dụng thời giờ làm việc theo tuần (theo Khoản 2 Điều 105 Bộ luật Lao động năm 2019 và hướng dẫn về ca làm việc tại Điều 63 Nghị định 145/2020/NĐ-CP).

Như vậy, với quy định mới này, dù thực hiện thời giờ làm việc theo tuần thì ca làm việc của người lao động làm trong hầm lò cũng chỉ tối đa 9,5 giờ/ngày.

🍀Mang thai đôi được tính hưởng chế độ thai sản theo số con sinh ra

Tại Thông tư 06, người lao động trong trường hợp này sẽ được nhận thêm quyền lợi. Cụ thể Khoản 6 Điều 1 Thông tư này ghi nhận:

Trường hợp lao động nữ mang thai đôi trở lên mà khi sinh nếu có con bị chết hoặc chết lưu thì thời gian hưởng, trợ cấp thai sản khi sinh con và trợ cấp một lần khi sinh con được tính theo số con được sinh ra, bao gồm cả con bị chết hoặc chết lưu.

Theo đó, từ ngày 01.9.2021, lao động nữ khi mang thai đôi trở lên dù không may có con bị chết hoặc chết lưu thì vẫn sẽ nhận tiền trợ cấp tương ứng với số con mà mình sinh ra.

⛔Mở rộng trường hợp hưởng trợ cấp 1 lần khi vợ sinh con của nam

Thông tư 06/2021/TT-BLĐTBXH đã bổ sung thêm trường hợp lao động nam được hưởng trợ cấp khi vợ sinh con đó là:

Trường hợp người mẹ tham gia bảo hiểm xã hội nhưng không đủ điều kiện hưởng chế độ thai sản khi sinh con mà người cha đủ điều kiện quy định tại điểm a khoản này thì người cha được hưởng trợ cấp một lần khi sinh con theo Điều 38 của Luật Bảo hiểm xã hội.

Quy định này giúp đảm bảo quyền lợi cho lao động nam ngay cả khi hai vợ chồng cùng tham gia bảo hiểm xã hội (BHXH) bắt buộc nhưng vợ không đủ điều kiện hưởng chế độ thai sản.

📛Lao động nam được nghỉ hưởng chế độ thai sản nhiều lần

Từ ngày 01.9.2021, lao động nam có thể nghỉ hưởng chế độ thai sản một cách linh hoạt hơn nhờ chia thời gian nghỉ thành nhiều lần nhưng phải đảm bảo:

Thời gian bắt đầu nghỉ việc của lần cuối cùng phải trong 30 ngày đầu từ ngày vợ sinh con.

Tổng thời gian nghỉ tối đa:

+ 05 ngày làm việc: Trường hợp thông thường.

+ 07 ngày làm việc: Vợ phải phẫu thuật, sinh con dưới 32 tuần tuổi.

+ 10 ngày làm việc: Sinh đôi; từ sinh 3 trở lên thì cứ thêm mỗi con được nghỉ thêm 03 ngày làm việc.

+ 14 ngày làm việc: Vợ sinh đôi trở lên mà phải phẫu thuật (Theo Báo Lao động)."
126,"MESSAGE
🤔 Nếu có 20 triệu trong tay, 12 cung hoàng đạo sẽ làm gì? Riêng ad thì thấy các bạn Xử Nữ rất là ""bá đạo"" luôn đó! 🤣🤣🤣

Còn bạn, bạn sẽ làm gì với 20 triệu đồng? KHÁM PHÁ NGAY khi đăng ký khoản vay nhanh đến 2⃣0⃣ triệu đồng với Shinhan Finance. Chỉ cần:

⭐ Tổng thu nhập hàng tháng tối thiểu (Thu nhập đóng bảo hiểm xã hội) 3⃣ triệu đồng
⭐ CMND & Hộ khẩu
⭐ Duyệt vay nhanh 3⃣0⃣ phút
⭐ Điền hồ sơ vay trực tuyến trong 1⃣ phút
⭐ Thời hạn vay linh động 1⃣2⃣, 1⃣8⃣ hoặc 2⃣4⃣ tháng

🔰 Điền thông tin vay ngay tại bit.ly/3jXyKza
🔰 Tải ứng dụng iShinhan trên Google Play và Apple Store, chọn Đăng ký vay nhanh tại bit.ly/iShinhan-app

#ShinhanFinance #TrainghiemoiGiatrimoi
DESCRIPTION
(Kiemsat.vn) - Không cần nộp bản sao giấy tờ tuỳ thân khi làm sổ đỏ; Thêm nhiều quyền lợi mới về bảo hiểm xã hội; Bỏ danh hiệu học sinh tiên tiến ở cấp THCS, THPT; ... là những chính sách nổi bật có hiệu lực từ tháng 9/2021."
127,"MESSAGE
TRAO GIÁ TRỊ - NỐI YÊU THƯƠNG
  Sau hơn 3 giờ đồng hồ, đã kết thúc buổi chia sẻ về cách làm Video đăng tải trên mạng xã hội.
Buổi chia sẻ thu hút hơn 300 Anh/Chị là những tư vấn viên khắp mọi miền tổ quốc cùng đồng hành, chung một mục tiêu là phát triển bản thân để phục vụ khách hàng tốt hơn. 
Đã có rất nhiều giá trị được trao, cảm ơn các bạn đã tham gia nhiệt tình để buổi chia sẻ thành công tốt đẹp.
Hẹn gặp lại ở những chương trình tiếp theo!

tham gia group : CỘNG ĐỒNG TƯ VẤN BẢO HIỂM NHÂN THỌ ONLINE : TÂM - TRÍ - TÍN
Để cùng phát triển mỗi ngày các Anh/Chị nhé!
DESCRIPTION
📌**02 QUYỀN LỢI VỀ BHYT TRONG MÙA DỊCH NGƯỜI DÂN CẦN BIẾT**

*Trước tình hình dịch bệnh diễn biến phức tạp, nhiều địa phương đã áp dụng biện pháp giãn cách xã hội nhằm ngăn chặn dịch bệnh. Vì thế, việc đi khám, chữa bệnh (KCB) đúng tuyến của người dân gặp nhiều khó khăn*.

Nhằm hỗ trợ người dân thuận tiện trong KCB bảo hiểm y tế (BHYT), cơ quan Bảo hiểm Xã hội (BHXH) Việt Nam đã đưa ra một số chính sách mới để bảo đảm quyền lợi của người tham gia BHYT.

**📌1. Không phân biệt nơi khám, chữa bệnh ban đầu**

Đối với các địa phương thực hiện giãn cách xã hội theo Chỉ thị 16 thì BHXH tỉnh thông báo và hướng dẫn để người bệnh BHYT được KCB tại cơ sở KCB thuận lợi nhất trên địa bàn, không phân biệt nơi đăng ký KCB ban đầu.

Điều này được hiểu là người tham gia BHYT có thể đi đến tất cả các bệnh viện khác với nơi đăng ký KCB ban đầu để khám, chữa bệnh thì vẫn được xem như đi đúng tuyến và được hưởng quyền lợi KCB BHYT.

**📌2. Được xin cấp lại thẻ BHYT ở bất cứ đâu**

Ngày 16/8, BHXH Việt Nam đã ra Quyết định 811/QĐ-BHX. Theo quyết định, người tham gia BHYT khi bị mất thẻ, thẻ bị rách, hư hỏng có thể đến làm thủ tục đổi lại thẻ (mà không thay đổi thông tin) tại bất cứ BHXH huyện hay tỉnh nào trong cả nước.

Quy định này tạo điều kiện cho người dân, nhất là người ở quê đi làm ăn xa, thuận tiện trong việc đổi lại thẻ BHYT khi cần thiết mà không phải về quê để đổi.

 nguồn VTV24"
